                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                         "12778"          1.2300000000000001E+001          4.2999999999999998E+000          1.5000000000000000E+001                       "gfortran"                          "9.2.0"            "x86_64-linux-20.3.2"                       "20201015" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                             180          1.6226621174824668E+007          1.5602482009164103E+001          6.6573455913728466E+001          5.7053615235488110E+001          1.5890488234324502E+002          3.1254594699472943E+001          1.9617076066011720E+001         -6.2718977299882950E-001         -1.0000000000000000E+000          1.1976296177826386E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -7.1058815002292839E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1058815002292839E+000         -9.8999999999999986E+001          0.0000000000000000E+000          6.2977005902016054E+053         -3.4496840794123525E+037          0.0000000000000000E+000          0.0000000000000000E+000         -3.4496840794123525E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             185          1.6443470207200604E+007          1.5635676357486437E+001          6.6644233240580405E+001          5.7053619867666363E+001          1.5867550854134220E+002          3.1279275104405531E+001          1.9645344376033872E+001         -6.0972484227173340E-001         -1.0000000000000000E+000          1.1959007830008865E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -7.0934902806836240E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.0934902806836240E+000         -9.8999999999999986E+001          1.0941738572580039E-299          6.2952957861077196E+053         -3.5570796968143335E+037          0.0000000000000000E+000          0.0000000000000000E+000         -3.5570796968143335E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             190          1.6645719654931229E+007          1.5667587322654823E+001          6.6712203430299397E+001          5.7053624136449983E+001          1.5845569103398191E+002          3.1302964792637958E+001          1.9672503097370786E+001         -5.9139957675717170E-001         -1.0000000000000000E+000          1.1942439796928177E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -7.0820583702663855E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.0820583702663855E+000         -9.8999999999999986E+001          3.4028514181014297E-268          6.2929863939478151E+053         -3.6594095920572900E+037          0.0000000000000000E+000          0.0000000000000000E+000         -3.6594095920572900E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             195          1.6834895349280722E+007          1.5698292600998522E+001          6.6777540288125323E+001          5.7053628078391498E+001          1.5824481237629888E+002          3.1325725739423131E+001          1.9698620313415329E+001         -5.7211395173224933E-001         -1.0000000000000000E+000          1.1926545535073517E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -7.0713342869690807E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.0713342869690807E+000         -9.8999999999999986E+001          2.6844658131163956E-239          6.2907665036196340E+053         -3.7582482220982889E+037          0.0000000000000000E+000          0.0000000000000000E+000         -3.7582482220982889E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             200          1.7012048174394436E+007          1.5727827698303811E+001          6.6840326971371582E+001          5.7053631715965075E+001          1.5804255371935463E+002          3.1347588195299856E+001          1.9723728015231625E+001         -5.5208881556954337E-001         -1.0000000000000000E+000          1.1911301008434490E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -7.0611567866637959E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.0611567866637959E+000         -9.8999999999999986E+001          3.4268318877566026E-213          6.2886332865062758E+053         -3.8546001954700285E+037          0.0000000000000000E+000          0.0000000000000000E+000         -3.8546001954700285E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             205          1.7180954704072550E+007          1.5756731671264747E+001          6.6901714982138699E+001          5.7053635191089192E+001          1.5784516811946904E+002          3.1368954041953494E+001          1.9748285771040141E+001         -5.3134141442789951E-001         -1.0000000000000000E+000          1.1896423788605910E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -7.0510060772276768E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.0510060772276768E+000         -9.8999999999999986E+001          1.4345191263060339E-189          6.2865476053648607E+053         -3.9530062205518973E+037          0.0000000000000000E+000          0.0000000000000000E+000         -3.9530062205518973E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             210          1.7344636039540906E+007          1.5785509715652678E+001          6.6962779634415099E+001          5.7053638627645249E+001          1.5764918138058678E+002          3.1390197925725449E+001          1.9772723372441575E+001         -5.1037712148766112E-001         -1.0000000000000000E+000          1.1881652007520723E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -7.0400611055167062E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.0400611055167062E+000         -9.8999999999999986E+001          1.6448270556759330E-168          6.2844729140473822E+053         -4.0612992646980309E+037          0.0000000000000000E+000          0.0000000000000000E+000         -4.0612992646980309E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             215          1.7512388379331082E+007          1.5815965061944555E+001          6.7027342664564543E+001          5.7053642470063281E+001          1.5744235398898263E+002          3.1412648586840429E+001          1.9798571035085562E+001         -4.9070382146348901E-001         -1.0000000000000000E+000          1.1866063109079429E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -7.0257554673369631E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.0257554673369631E+000         -9.8999999999999986E+001          2.3321115720395653E-150          6.2822793242490295E+053         -4.2054045214331001E+037          0.0000000000000000E+000          0.0000000000000000E+000         -4.2054045214331001E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             220          1.7656098096679419E+007          1.5843262930315536E+001          6.7085159448898452E+001          5.7053645603548475E+001          1.5725747750221430E+002          3.1432744534457257E+001          1.9821726487774150E+001         -4.8477731712916539E-001         -1.0000000000000000E+000          1.1852128748411909E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -7.0022849608394138E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.0022849608394138E+000         -9.8999999999999986E+001          7.8060015081990720E-141          6.2803150026572620E+053         -4.4465917802849657E+037          0.0000000000000000E+000          0.0000000000000000E+000         -4.4465917802849657E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             225          1.7718557599872533E+007          1.5855875227424654E+001          6.7111855864566976E+001          5.7053646299847522E+001          1.5717222340004071E+002          3.1442021042582027E+001          1.9832420915472195E+001         -4.9700581944699740E-001         -1.0000000000000000E+000          1.1845703201304088E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.9756213774591416E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.9756213774591416E+000         -9.8999999999999986E+001          2.4316651987856139E-146          6.2794081361316327E+053         -4.7319096352901713E+037          0.0000000000000000E+000          0.0000000000000000E+000         -4.7319096352901713E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             230          1.7748061711940065E+007          1.5862239050536685E+001          6.7125322225549013E+001          5.7053646474367120E+001          1.5712924560135392E+002          3.1446699722179385E+001          1.9837816082637097E+001         -5.1674912950507290E-001         -1.0000000000000000E+000          1.1842464028822034E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.9448465564438333E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.9448465564438333E+000         -9.8999999999999986E+001          1.2587697928436585E-159          6.2789507228160767E+053         -5.0814251945350606E+037          0.0000000000000000E+000          0.0000000000000000E+000         -5.0814251945350606E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             235          1.7760482327028640E+007          1.5865125376243705E+001          6.7131429057523093E+001          5.7053646510432074E+001          1.5710976157634224E+002          3.1448821308666833E+001          1.9840262862172906E+001         -5.3429439702067671E-001         -1.0000000000000000E+000          1.1840995555906238E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.9117361245627329E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.9117361245627329E+000         -9.8999999999999986E+001          1.2360489093718385E-173          6.2787432995878473E+053         -5.4849792230023486E+037          0.0000000000000000E+000          0.0000000000000000E+000         -5.4849792230023486E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             240          1.7765674499074165E+007          1.5866427050414673E+001          6.7134182938019208E+001          5.7053646517732524E+001          1.5710097644280117E+002          3.1449778011541241E+001          1.9841366267061101E+001         -5.4600095817327887E-001         -1.0000000000000000E+000          1.1840333439407523E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.8799849958799699E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.8799849958799699E+000         -9.8999999999999986E+001          1.2441977979001708E-183          6.2786497636289581E+053         -5.9014909622035338E+037          0.0000000000000000E+000          0.0000000000000000E+000         -5.9014909622035338E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             245          1.7768000981395878E+007          1.5867051032034890E+001          6.7135503022660558E+001          5.7053646519396466E+001          1.5709676551494735E+002          3.1450236604996633E+001          1.9841895195175475E+001         -5.5279937937729018E-001         -1.0000000000000000E+000          1.1840016071271082E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.8535663547800185E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.8535663547800185E+000         -9.8999999999999986E+001          2.9435472389910666E-189          6.2786049271073252E+053         -6.2718760477713505E+037          0.0000000000000000E+000          0.0000000000000000E+000         -6.2718760477713505E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             250          1.7769138621730234E+007          1.5867372804367282E+001          6.7136183748701370E+001          5.7053646519836626E+001          1.5709459413888086E+002          3.1450473085591849E+001          1.9842167948304763E+001         -5.5665891549057755E-001         -1.0000000000000000E+000          1.1839852419640255E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.8334599845974688E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.8334599845974688E+000         -9.8999999999999986E+001          3.9366731956992536E-192          6.2785818064057463E+053         -6.5692024169513236E+037          0.0000000000000000E+000          0.0000000000000000E+000         -6.5692024169513236E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             255          1.7769656043099545E+007          1.5867524806657274E+001          6.7136505315085614E+001          5.7053646519934738E+001          1.5709356842408644E+002          3.1450584795664007E+001          1.9842296793807606E+001         -5.5858741697306635E-001         -1.0000000000000000E+000          1.1839775113893007E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.8203111106459700E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.8203111106459700E+000         -9.8999999999999986E+001          2.2088326777104739E-193          6.2785708844991935E+053         -6.7712005705306382E+037          0.0000000000000000E+000          0.0000000000000000E+000         -6.7712005705306382E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             260          1.7769962248995755E+007          1.5867616958893692E+001          6.7136700265764517E+001          5.7053646519970101E+001          1.5709294658601488E+002          3.1450652520143105E+001          1.9842374906935738E+001         -5.5977800790614118E-001         -1.0000000000000000E+000          1.1839728247403491E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.8116496200564693E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.8116496200564693E+000         -9.8999999999999986E+001          4.9814118126002125E-194          6.2785642630619756E+053         -6.9076399262539950E+037          0.0000000000000000E+000          0.0000000000000000E+000         -6.9076399262539950E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             265          1.7770170930695269E+007          1.5867680819748847E+001          6.7136835364893528E+001          5.7053646519987041E+001          1.5709251565978101E+002          3.1450699452565555E+001          1.9842429038708779E+001         -5.6060621015306045E-001         -1.0000000000000000E+000          1.1839695769496835E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.8053863013715086E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.8053863013715086E+000         -9.8999999999999986E+001          1.9029936501664527E-194          6.2785596744648724E+053         -7.0080107219444711E+037          0.0000000000000000E+000          0.0000000000000000E+000         -7.0080107219444711E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             270          1.7770321365675312E+007          1.5867727418946075E+001          6.7136933946412881E+001          5.7053646519996022E+001          1.5709220121502375E+002          3.1450733699016737E+001          1.9842468538564827E+001         -5.6120799204720906E-001         -1.0000000000000000E+000          1.1839672070528493E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.8007859470489205E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.8007859470489205E+000         -9.8999999999999986E+001          9.6484175048121654E-195          6.2785563261769081E+053         -7.0826598884374111E+037          0.0000000000000000E+000          0.0000000000000000E+000         -7.0826598884374111E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             275          1.7770434765756425E+007          1.5867762863291290E+001          6.7137008929527184E+001          5.7053646520001209E+001          1.5709196204255403E+002          3.1450759747550091E+001          1.9842498582976592E+001         -5.6166196890133568E-001         -1.0000000000000000E+000          1.1839654044657335E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.7973396758551878E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7973396758551878E+000         -9.8999999999999986E+001          5.7858969295134224E-195          6.2785537794011036E+053         -7.1391026845544460E+037          0.0000000000000000E+000          0.0000000000000000E+000         -7.1391026845544460E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             280          1.7770520512811698E+007          1.5867789845154988E+001          6.7137066010062512E+001          5.7053646520004236E+001          1.5709177997402369E+002          3.1450779576861670E+001          1.9842521454149665E+001         -5.6200433949613327E-001         -1.0000000000000000E+000          1.1839640322577081E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.7947802426083301E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7947802426083301E+000         -9.8999999999999986E+001          3.9133949347869721E-195          6.2785518406804407E+053         -7.1813120797778549E+037          0.0000000000000000E+000          0.0000000000000000E+000         -7.1813120797778549E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             285          1.7770629386881359E+007          1.5867824312422171E+001          6.7137138926009243E+001          5.7053646520009451E+001          1.5709154739607317E+002          3.1450804907253470E+001          1.9842550670307382E+001         -5.6243649343100099E-001         -1.0000000000000000E+000          1.1839622793719421E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.7921958269079044E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7921958269079044E+000         -9.8999999999999986E+001          2.5832685321354552E-195          6.2785493641152442E+053         -7.2241899964669956E+037          0.0000000000000000E+000          0.0000000000000000E+000         -7.2241899964669956E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             290          1.7770900300406381E+007          1.5867910969953497E+001          6.7137322250769017E+001          5.7053646520042427E+001          1.5709096265236516E+002          3.1450868592681363E+001          1.9842624125428078E+001         -5.6349107073649907E-001         -1.0000000000000000E+000          1.1839578722945891E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.7865075711959104E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7865075711959104E+000         -9.8999999999999986E+001          8.8575470754052626E-196          6.2785431375486895E+053         -7.3194725583182205E+037          0.0000000000000000E+000          0.0000000000000000E+000         -7.3194725583182205E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             295          1.7771574419948965E+007          1.5868130875282214E+001          6.7137787460078101E+001          5.7053646520255079E+001          1.5708947880642236E+002          3.1451030201934849E+001          1.9842810527307940E+001         -5.6587100343080010E-001         -1.0000000000000000E+000          1.1839466888900901E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.7769026465020383E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7769026465020383E+000         -9.8999999999999986E+001          3.5529470087093012E-197          6.2785273368395045E+053         -7.4832581996009184E+037          0.0000000000000000E+000          0.0000000000000000E+000         -7.4832581996009184E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             300          1.7772849865225356E+007          1.5868550269094875E+001          6.7138674677769856E+001          5.7053646520989567E+001          1.5708664896498340E+002          3.1451338411250436E+001          1.9843166022709742E+001         -5.6832964701737143E-001         -1.0000000000000000E+000          1.1839253610212761E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.7803833156310445E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7803833156310445E+000         -9.8999999999999986E+001          1.4714364966665489E-200          6.2784972026664919E+053         -7.4237192490518895E+037          0.0000000000000000E+000          0.0000000000000000E+000         -7.4237192490518895E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             305          1.7774364619662475E+007          1.5869019124105245E+001          6.7139666515525462E+001          5.7053646521896340E+001          1.5708348551883512E+002          3.1451682962014196E+001          1.9843563440184589E+001         -5.6461020400768780E-001         -1.0000000000000000E+000          1.1839015188481596E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.8221952948096609E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.8221952948096609E+000         -9.8999999999999986E+001          3.3458360925526143E-202          6.2784635150774794E+053         -6.7425223033899397E+037          0.0000000000000000E+000          0.0000000000000000E+000         -6.7425223033899397E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             310          1.7775718386542726E+007          1.5869390622035425E+001          6.7140452389250953E+001          5.7053646522475255E+001          1.5708097905776000E+002          3.1451955961994784E+001          1.9843878332030954E+001         -5.4978792434129042E-001         -1.0000000000000000E+000          1.1838826282248013E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.8792543278072573E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.8792543278072573E+000         -9.8999999999999986E+001          5.7129218682102684E-193          6.2784368230458061E+053         -5.9125322900083784E+037          0.0000000000000000E+000          0.0000000000000000E+000         -5.9125322900083784E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             315          1.7776648669580713E+007          1.5869619496584603E+001          6.7140936550289510E+001          5.7053646522693533E+001          1.5707943490723574E+002          3.1452124151072365E+001          1.9844072331303447E+001         -5.3029995627755389E-001         -1.0000000000000000E+000          1.1838709903186494E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.9177218958767659E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.9177218958767659E+000         -9.8999999999999986E+001          5.1983351453107259E-177          6.2784203786467935E+053         -5.4114321935459672E+037          0.0000000000000000E+000          0.0000000000000000E+000         -5.4114321935459672E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             320          1.7777376050246526E+007          1.5869786415495923E+001          6.7141289648245518E+001          5.7053646522808705E+001          1.5707830877470960E+002          3.1452246810767690E+001          1.9844213815049482E+001         -5.0853144490305380E-001         -1.0000000000000000E+000          1.1838625029185950E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.9425637581596042E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.9425637581596042E+000         -9.8999999999999986E+001          1.2038194109450998E-159          6.2784083857783733E+053         -5.1106357271617020E+037          0.0000000000000000E+000          0.0000000000000000E+000         -5.1106357271617020E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             325          1.7777998997053772E+007          1.5869922851908324E+001          6.7141578262575990E+001          5.7053646522885451E+001          1.5707738830818204E+002          3.1452347069816739E+001          1.9844329460906046E+001         -4.8485353104990908E-001         -1.0000000000000000E+000          1.1838555655759039E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.9599460525061767E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.9599460525061767E+000         -9.8999999999999986E+001          2.5507118775947891E-142          6.2783985830806701E+053         -4.9101681629259554E+037          0.0000000000000000E+000          0.0000000000000000E+000         -4.9101681629259554E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             330          1.7778559694237582E+007          1.5870041611028309E+001          6.7141829481779169E+001          5.7053646522943545E+001          1.5707658711097162E+002          3.1452434338351992E+001          1.9844430122946722E+001         -4.5935477966467414E-001         -1.0000000000000000E+000          1.1838495271385689E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.9727483166823392E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.9727483166823392E+000         -9.8999999999999986E+001          1.3063750034318053E-125          6.2783900504987134E+053         -4.7675730024453141E+037          0.0000000000000000E+000          0.0000000000000000E+000         -4.7675730024453141E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             335          1.7779081864749074E+007          1.5870149394076545E+001          6.7142057481744217E+001          5.7053646522991343E+001          1.5707585997059374E+002          3.1452513540851427E+001          1.9844521481309975E+001         -4.3195286250019560E-001         -1.0000000000000000E+000          1.1838440468504874E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.9830131664311494E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.9830131664311494E+000         -9.8999999999999986E+001          9.8386759686815191E-110          6.2783823065518764E+053         -4.6562410102825381E+037          0.0000000000000000E+000          0.0000000000000000E+000         -4.6562410102825381E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             340          1.7779577491106972E+007          1.5870249514428746E+001          6.7142269271655678E+001          5.7053646523032604E+001          1.5707518453196357E+002          3.1452587112195271E+001          1.9844606344505518E+001         -4.0254874683201736E-001         -1.0000000000000000E+000          1.1838389562265304E+001          4.2999999999999998E+000         -9.8999999999999986E+001         -6.9919125740826678E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.9919125740826678E+000         -9.8999999999999986E+001          8.0660768593699414E-095          6.2783751131749936E+053         -4.5618267107588989E+037          0.0000000000000000E+000          0.0000000000000000E+000         -4.5618267107588989E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             345          1.7780051950288218E+007          1.5870343502097617E+001          6.7142468088169039E+001          5.7053646523068956E+001          1.5707455047187588E+002          3.1452656176752452E+001          1.9844686009422901E+001         -3.7116180151024941E-001         -1.0000000000000000E+000          1.1838341774630797E+001          4.2999999999999998E+000         -8.7252638217288236E+001         -7.0001923868306770E+000         -8.7278214478511927E+001         -9.8999999999999986E+001         -8.8495310842683622E+001         -7.0001923868306770E+000         -9.8999999999999986E+001          5.2720304298902273E-081          6.2783683604358950E+053         -4.4757059192617206E+037          0.0000000000000000E+000          0.0000000000000000E+000         -4.4757059192617206E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             350          1.7780507970139988E+007          1.5870432154743655E+001          6.7142655618720610E+001          5.7053646523101300E+001          1.5707395240811388E+002          3.1452721320719963E+001          1.9844761152192834E+001         -3.3781357655181826E-001         -1.0000000000000000E+000          1.1838296699956063E+001          4.2999999999999998E+000         -7.4569357370739766E+001         -7.0083925936811351E+000         -7.4594933631963457E+001         -9.8999999999999986E+001         -7.5812029996135152E+001         -7.0083925936811351E+000         -9.8999999999999986E+001          2.5909495802418794E-068          6.2783619910212392E+053         -4.3920144689811775E+037          0.0000000000000000E+000          0.0000000000000000E+000         -4.3920144689811775E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             355          1.7780949030253749E+007          1.5870516271832317E+001          6.7142833554539649E+001          5.7053646523130418E+001          1.5707338494652535E+002          3.1452783131608122E+001          1.9844832450470015E+001         -3.0229923022108307E-001         -1.0000000000000000E+000          1.1838253931696286E+001          4.2999999999999998E+000         -6.2971785030132594E+001         -7.0167311241304970E+000         -6.2997361291356285E+001         -9.8999999999999986E+001         -6.4214457655527980E+001         -7.0167311241304970E+000         -9.8999999999999986E+001          1.0456102520242133E-056          6.2783559474888734E+053         -4.3085142491587631E+037          0.0000000000000000E+000          0.0000000000000000E+000         -4.3085142491587631E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             360          1.7781377034490384E+007          1.5870596311913433E+001          6.7143002865685048E+001          5.7053646523156772E+001          1.5707284499299598E+002          3.1452841946405705E+001          1.9844900292941816E+001         -2.6454644874166949E-001         -1.0000000000000000E+000          1.1838213236655223E+001          4.2999999999999998E+000         -5.2375581284196365E+001         -7.0255215448920154E+000         -5.2401157545420055E+001         -9.8999999999999986E+001         -5.3618253909591751E+001         -7.0255215448920154E+000         -9.8999999999999986E+001          4.2107940391588568E-046          6.2783501968910085E+053         -4.2222048774671636E+037          0.0000000000000000E+000          0.0000000000000000E+000         -4.2222048774671636E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             365          1.7781792111713648E+007          1.5870672320659589E+001          6.7143163648834161E+001          5.7053646523180547E+001          1.5707233223879541E+002          3.1452897798707081E+001          1.9844964718335881E+001         -2.2442605486421346E-001         -1.0000000000000000E+000          1.1838174591564535E+001          4.2999999999999998E+000         -4.2751711337183394E+001         -7.0348286073395974E+000         -4.2777287598407085E+001         -9.8999999999999986E+001         -4.3994383962578780E+001         -7.0348286073395974E+000         -9.8999999999999986E+001          1.8094267601258343E-036          6.2783447359439946E+053         -4.1327041907099695E+037          0.0000000000000000E+000          0.0000000000000000E+000         -4.1327041907099695E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
